;fl_date;mkt_unique_carrier;branded_code_share;mkt_carrier;mkt_carrier_fl_num;op_unique_carrier;tail_num;op_carrier_fl_num;origin_airport_id;origin;origin_city_name;dest_airport_id;dest;dest_city_name;crs_dep_time;dep_time;dep_delay;taxi_out;wheels_off;wheels_on;taxi_in;crs_arr_time;arr_time;arr_delay;cancelled;cancellation_code;diverted;dup;crs_elapsed_time;actual_elapsed_time;air_time;flights;distance;carrier_delay;weather_delay;nas_delay;security_delay;late_aircraft_delay;first_dep_time;total_add_gtime;longest_add_gtime;no_name
2565;2018-01-03;AS;AS;AS;350;AS;N317AS;350;14747;SEA;Seattle, WA;12266;IAH;Houston, TX;1200;1155.0;-5.0;28.0;1223.0;1800.0;11.0;1817;1811.0;-6.0;0;;0;N;257;256.0;217.0;1;1874;;;;;;;;;
38162;2018-02-11;AS;AS_CODESHARE;AS;3462;OO;N594SW;3462;14747;SEA;Seattle, WA;14252;PSC;Pasco/Kennewick/Richland, WA;1530;1531.0;1.0;20.0;1551.0;1625.0;6.0;1625;1631.0;6.0;0;;0;N;55;60.0;34.0;1;172;;;;;;;;;
538416;2019-04-21;AS;AS;AS;286;AS;N459AS;286;14747;SEA;Seattle, WA;12892;LAX;Los Angeles, CA;500;456.0;-4.0;17.0;513.0;718.0;11.0;750;729.0;-21.0;0;;0;N;170;153.0;125.0;1;954;;;;;;;;;
681175;2019-08-12;AS;AS_CODESHARE;AS;2491;QX;N433QX;2491;10666;BLI;Bellingham, WA;14747;SEA;Seattle, WA;1945;1946.0;1.0;12.0;1958.0;2029.0;13.0;2035;2042.0;7.0;0;;0;N;50;56.0;31.0;1;93;;;;;;;;;
25035;2018-01-28;AS;AS;AS;541;AS;N611AS;541;14908;SNA;Santa Ana, CA;14057;PDX;Portland, OR;2031;2012.0;-19.0;11.0;2023.0;2226.0;4.0;2249;2230.0;-19.0;0;;0;N;138;138.0;123.0;1;859;;;;;;;;;
535212;2019-04-18;AS;AS;AS;882;AS;N309AS;882;14831;SJC;San Jose, CA;14679;SAN;San Diego, CA;2055;2038.0;-17.0;19.0;2057.0;2203.0;4.0;2220;2207.0;-13.0;0;;0;N;85;89.0;66.0;1;417;;;;;;;;;
46849;2018-02-21;AS;AS_CODESHARE;AS;2772;QX;N624QX;2772;15376;TUS;Tucson, AZ;14057;PDX;Portland, OR;1126;1122.0;-4.0;15.0;1137.0;1318.0;3.0;1334;1321.0;-13.0;0;;0;N;188;179.0;161.0;1;1119;;;;;;;;;
397822;2018-12-21;AS;AS;AS;1734;AS;N836VA;1734;14057;PDX;Portland, OR;12892;LAX;Los Angeles, CA;1715;1709.0;-6.0;14.0;1723.0;1912.0;21.0;1933;1933.0;0.0;0;;0;N;138;144.0;109.0;1;834;;;;;;;;;
853331;2019-12-31;AS;AS;AS;1792;AS;N641VA;1792;14747;SEA;Seattle, WA;11433;DTW;Detroit, MI;700;759.0;59.0;32.0;831.0;1514.0;11.0;1420;1525.0;65.0;0;;0;N;260;266.0;223.0;1;1927;59.0;0.0;6.0;0.0;0.0;;;;
437500;2019-01-24;AS;AS;AS;644;AS;N530AS;644;14057;PDX;Portland, OR;14107;PHX;Phoenix, AZ;800;752.0;-8.0;14.0;806.0;1109.0;4.0;1130;1113.0;-17.0;0;;0;N;150;141.0;123.0;1;1009;;;;;;;;;
449235;2019-02-04;AS;AS_CODESHARE;AS;2002;QX;N402QX;2002;14747;SEA;Seattle, WA;16101;YKM;Yakima, WA;1335;1441.0;66.0;25.0;1506.0;1537.0;6.0;1415;1543.0;88.0;0;;0;N;40;62.0;31.0;1;103;26.0;0.0;22.0;0.0;40.0;;;;
162281;2018-06-06;AS;AS_CODESHARE;AS;2419;QX;N434MK;2419;14747;SEA;Seattle, WA;13264;MFR;Medford, OR;740;737.0;-3.0;12.0;749.0;852.0;3.0;912;855.0;-17.0;0;;0;N;92;78.0;63.0;1;352;;;;;;;;;
131903;2018-05-12;AS;AS;AS;1930;AS;N284VA;1930;14771;SFO;San Francisco, CA;12892;LAX;Los Angeles, CA;750;755.0;5.0;35.0;830.0;925.0;39.0;921;1004.0;43.0;0;;0;N;91;129.0;55.0;1;337;0.0;0.0;43.0;0.0;0.0;;;;
745575;2019-10-03;AS;AS;AS;1750;AS;N526VA;1750;14747;SEA;Seattle, WA;14771;SFO;San Francisco, CA;1140;1153.0;13.0;20.0;1213.0;1351.0;4.0;1355;1355.0;0.0;0;;0;N;135;122.0;98.0;1;679;;;;;;;;;
408534;2018-12-30;AS;AS;AS;112;AS;N274AK;112;10299;ANC;Anchorage, AK;14747;SEA;Seattle, WA;800;752.0;-8.0;27.0;819.0;1154.0;10.0;1232;1204.0;-28.0;0;;0;N;212;192.0;155.0;1;1448;;;;;;;;;
248845;2018-08-14;AS;AS;AS;124;AS;N403AS;124;11630;FAI;Fairbanks, AK;14747;SEA;Seattle, WA;1755;1807.0;12.0;11.0;1818.0;2235.0;23.0;2229;2258.0;29.0;0;;0;N;214;231.0;197.0;1;1533;0.0;0.0;17.0;0.0;12.0;;;;
402280;2018-12-25;AS;AS;AS;180;AS;N614AS;180;10299;ANC;Anchorage, AK;12523;JNU;Juneau, AK;2224;2244.0;20.0;;;;;5;;;1;A;0;N;101;;;1;571;;;;;;2244.0;34.0;34.0;
10360;2018-01-12;AS;AS_CODESHARE;AS;3367;OO;N182SY;3367;10849;BZN;Bozeman, MT;14747;SEA;Seattle, WA;1903;1846.0;-17.0;15.0;1901.0;1943.0;8.0;2034;1951.0;-43.0;0;;0;N;151;125.0;102.0;1;543;;;;;;;;;
44183;2018-02-18;AS;AS;AS;141;AS;N317AS;141;12889;LAS;Las Vegas, NV;14747;SEA;Seattle, WA;740;735.0;-5.0;12.0;747.0;954.0;10.0;1017;1004.0;-13.0;0;;0;N;157;149.0;127.0;1;867;;;;;;;;;
88160;2018-04-04;AS;AS_CODESHARE;AS;3348;OO;N174SY;3348;10800;BUR;Burbank, CA;14831;SJC;San Jose, CA;904;1031.0;87.0;13.0;1044.0;1134.0;3.0;1017;1137.0;80.0;0;;0;N;73;66.0;50.0;1;296;0.0;0.0;0.0;0.0;80.0;;;;
775548;2019-10-27;AS;AS_CODESHARE;AS;2482;QX;N452QX;2482;14747;SEA;Seattle, WA;10666;BLI;Bellingham, WA;1425;1421.0;-4.0;9.0;1430.0;1451.0;3.0;1515;1454.0;-21.0;0;;0;N;50;33.0;21.0;1;93;;;;;;;;;
394775;2018-12-18;AS;AS_CODESHARE;AS;3411;OO;N197SY;3411;14908;SNA;Santa Ana, CA;14831;SJC;San Jose, CA;1310;1302.0;-8.0;7.0;1309.0;1409.0;3.0;1432;1412.0;-20.0;0;;0;N;82;70.0;60.0;1;342;;;;;;;;;
713652;2019-09-07;AS;AS;AS;597;AS;N453AS;597;14831;SJC;San Jose, CA;14747;SEA;Seattle, WA;1325;1327.0;2.0;8.0;1335.0;1509.0;6.0;1535;1515.0;-20.0;0;;0;N;130;108.0;94.0;1;696;;;;;;;;;
777941;2019-10-29;AS;AS;AS;1639;AS;N847VA;1639;10800;BUR;Burbank, CA;14747;SEA;Seattle, WA;1145;1150.0;5.0;18.0;1208.0;1436.0;10.0;1430;1446.0;16.0;0;;0;N;165;176.0;148.0;1;937;0.0;0.0;16.0;0.0;0.0;;;;
585658;2019-05-30;AS;AS;AS;106;AS;N274AK;106;10299;ANC;Anchorage, AK;14747;SEA;Seattle, WA;2155;2148.0;-7.0;20.0;2208.0;207.0;3.0;225;210.0;-15.0;0;;0;N;210;202.0;179.0;1;1448;;;;;;;;;
754326;2019-10-10;AS;AS_CODESHARE;AS;2085;QX;N401QX;2085;14057;PDX;Portland, OR;14489;RDM;Bend/Redmond, OR;2015;2047.0;32.0;10.0;2057.0;2125.0;2.0;2100;2127.0;27.0;0;;0;N;45;40.0;28.0;1;116;27.0;0.0;0.0;0.0;0.0;;;;
483909;2019-03-06;AS;AS_CODESHARE;AS;2036;QX;N641QX;2036;14747;SEA;Seattle, WA;13796;OAK;Oakland, CA;1615;1627.0;12.0;30.0;1657.0;1847.0;3.0;1820;1850.0;30.0;0;;0;N;125;143.0;110.0;1;672;4.0;0.0;18.0;0.0;8.0;;;;
783731;2019-11-03;AS;AS_CODESHARE;AS;2091;QX;N417QX;2091;14057;PDX;Portland, OR;13264;MFR;Medford, OR;2205;2159.0;-6.0;8.0;2207.0;2247.0;3.0;2300;2250.0;-10.0;0;;0;N;55;51.0;40.0;1;222;;;;;;;;;
115457;2018-04-28;AS;AS_CODESHARE;AS;3479;OO;N863AS;3479;14689;SBA;Santa Barbara, CA;14057;PDX;Portland, OR;1106;1048.0;-18.0;20.0;1108.0;1315.0;4.0;1324;1319.0;-5.0;0;;0;N;138;151.0;127.0;1;784;;;;;;;;;
787573;2019-11-07;AS;AS;AS;356;AS;N526AS;356;14747;SEA;Seattle, WA;11697;FLL;Fort Lauderdale, FL;2105;2054.0;-11.0;15.0;2109.0;507.0;7.0;545;514.0;-31.0;0;;0;N;340;320.0;298.0;1;2717;;;;;;;;;
174426;2018-06-15;AS;AS_CODESHARE;AS;2254;QX;N438QX;2254;14057;PDX;Portland, OR;11884;GEG;Spokane, WA;2215;2246.0;31.0;10.0;2256.0;2350.0;4.0;2318;2354.0;36.0;0;;0;N;63;68.0;54.0;1;279;0.0;0.0;5.0;0.0;31.0;;;;
207662;2018-07-12;AS;AS_CODESHARE;AS;2333;QX;N422QX;2333;12003;GTF;Great Falls, MT;14747;SEA;Seattle, WA;1345;1422.0;37.0;7.0;1429.0;1504.0;5.0;1439;1509.0;30.0;0;;0;N;114;107.0;95.0;1;512;30.0;0.0;0.0;0.0;0.0;;;;
518083;2019-04-04;AS;AS_CODESHARE;AS;2632;QX;N628QX;2632;14893;SMF;Sacramento, CA;14057;PDX;Portland, OR;2200;2155.0;-5.0;17.0;2212.0;2322.0;3.0;2330;2325.0;-5.0;0;;0;N;90;90.0;70.0;1;479;;;;;;;;;
494003;2019-03-15;AS;AS;AS;425;AS;N614AS;425;14747;SEA;Seattle, WA;10666;BLI;Bellingham, WA;2330;2318.0;-12.0;35.0;2353.0;13.0;4.0;15;17.0;2.0;0;;0;N;45;59.0;20.0;1;93;;;;;;;;;
782941;2019-11-03;AS;AS;AS;79;AS;N423AS;79;14747;SEA;Seattle, WA;12523;JNU;Juneau, AK;1940;1935.0;-5.0;14.0;1949.0;2055.0;4.0;2125;2059.0;-26.0;0;;0;N;165;144.0;126.0;1;909;;;;;;;;;
285733;2018-09-13;AS;AS_CODESHARE;AS;3419;OO;N171SY;3419;14908;SNA;Santa Ana, CA;14831;SJC;San Jose, CA;2100;2050.0;-10.0;10.0;2100.0;2157.0;6.0;2217;2203.0;-14.0;0;;0;N;77;73.0;57.0;1;342;;;;;;;;;
540855;2019-04-23;AS;AS_CODESHARE;AS;3476;OO;N400SY;3476;13476;MRY;Monterey, CA;14679;SAN;San Diego, CA;910;904.0;-6.0;24.0;928.0;1028.0;4.0;1035;1032.0;-3.0;0;;0;N;85;88.0;60.0;1;375;;;;;;;;;
833937;2019-12-16;AS;AS_CODESHARE;AS;2515;QX;N450QX;2515;14747;SEA;Seattle, WA;13264;MFR;Medford, OR;1855;1851.0;-4.0;14.0;1905.0;2009.0;7.0;2021;2016.0;-5.0;0;;0;N;86;85.0;64.0;1;352;;;;;;;;;
55369;2018-03-02;AS;AS_CODESHARE;AS;3394;OO;N171SY;3394;14057;PDX;Portland, OR;13487;MSP;Minneapolis, MN;942;941.0;-1.0;15.0;956.0;1439.0;4.0;1511;1443.0;-28.0;0;;0;N;209;182.0;163.0;1;1426;;;;;;;;;
90288;2018-04-06;AS;AS;AS;12;AS;N419AS;12;14747;SEA;Seattle, WA;10721;BOS;Boston, MA;659;654.0;-5.0;14.0;708.0;1434.0;13.0;1511;1447.0;-24.0;0;;0;N;312;293.0;266.0;1;2496;;;;;;;;;
381014;2018-12-06;AS;AS_CODESHARE;AS;2323;QX;N438QX;2323;10713;BOI;Boise, ID;14057;PDX;Portland, OR;1945;1936.0;-9.0;23.0;1959.0;2012.0;4.0;2025;2016.0;-9.0;0;;0;N;100;100.0;73.0;1;344;;;;;;;;;
722411;2019-09-14;AS;AS;AS;765;AS;N265AK;765;10821;BWI;Baltimore, MD;14747;SEA;Seattle, WA;1650;1647.0;-3.0;25.0;1712.0;1929.0;4.0;1930;1933.0;3.0;0;;0;N;340;346.0;317.0;1;2335;;;;;;;;;
23453;2018-01-26;AS;AS;AS;746;AS;N492AS;746;14747;SEA;Seattle, WA;10397;ATL;Atlanta, GA;655;649.0;-6.0;19.0;708.0;1420.0;9.0;1433;1429.0;-4.0;0;;0;N;278;280.0;252.0;1;2182;;;;;;;;;
230826;2018-07-30;AS;AS;AS;1353;AS;N835VA;1353;10721;BOS;Boston, MA;14771;SFO;San Francisco, CA;1005;1012.0;7.0;23.0;1035.0;1326.0;16.0;1333;1342.0;9.0;0;;0;N;388;390.0;351.0;1;2704;;;;;;;;;
250121;2018-08-15;AS;AS_CODESHARE;AS;2447;QX;N447QX;2447;10666;BLI;Bellingham, WA;14057;PDX;Portland, OR;1235;1246.0;11.0;11.0;1257.0;1337.0;3.0;1334;1340.0;6.0;0;;0;N;59;54.0;40.0;1;221;;;;;;;;;
38461;2018-02-12;AS;AS;AS;601;AS;N277AK;601;12889;LAS;Las Vegas, NV;14747;SEA;Seattle, WA;2055;2049.0;-6.0;18.0;2107.0;2316.0;17.0;2337;2333.0;-4.0;0;;0;N;162;164.0;129.0;1;867;;;;;;;;;
42315;2018-02-16;AS;AS_CODESHARE;AS;3330;OO;N183SY;3330;11259;DAL;Dallas, TX;11278;DCA;Washington, DC;700;658.0;-2.0;11.0;709.0;1018.0;3.0;1058;1021.0;-37.0;0;;0;N;178;143.0;129.0;1;1184;;;;;;;;;
194925;2018-07-02;AS;AS;AS;531;AS;N305AS;531;12892;LAX;Los Angeles, CA;14747;SEA;Seattle, WA;835;828.0;-7.0;35.0;903.0;1123.0;7.0;1124;1130.0;6.0;0;;0;N;169;182.0;140.0;1;954;;;;;;;;;
636929;2019-07-10;AS;AS_CODESHARE;AS;2038;QX;N633QX;2038;14747;SEA;Seattle, WA;12278;ICT;Wichita, KS;1200;1205.0;5.0;33.0;1238.0;1732.0;3.0;1735;1735.0;0.0;0;;0;N;215;210.0;174.0;1;1430;;;;;;;;;
286086;2018-09-14;AS;AS;AS;62;AS;N615AS;62;14828;SIT;Sitka, AK;12819;KTN;Ketchikan, AK;1131;1121.0;-10.0;11.0;1132.0;1203.0;4.0;1218;1207.0;-11.0;0;;0;N;47;46.0;31.0;1;183;;;;;;;;;
757721;2019-10-13;AS;AS;AS;773;AS;N524AS;773;11618;EWR;Newark, NJ;14679;SAN;San Diego, CA;1750;1742.0;-8.0;34.0;1816.0;2104.0;3.0;2100;2107.0;7.0;0;;0;N;370;385.0;348.0;1;2425;;;;;;;;;
425331;2019-01-13;AS;AS_CODESHARE;AS;3418;OO;N189SY;3418;14570;RNO;Reno, NV;14831;SJC;San Jose, CA;1830;1827.0;-3.0;11.0;1838.0;1925.0;3.0;1935;1928.0;-7.0;0;;0;N;65;61.0;47.0;1;188;;;;;;;;;
221184;2018-07-23;AS;AS;AS;423;AS;N260AK;423;14057;PDX;Portland, OR;14747;SEA;Seattle, WA;600;605.0;5.0;16.0;621.0;649.0;11.0;654;700.0;6.0;0;;0;N;54;55.0;28.0;1;129;;;;;;;;;
325746;2018-10-18;AS;AS;AS;578;AS;N440AS;578;14747;SEA;Seattle, WA;10800;BUR;Burbank, CA;810;801.0;-9.0;29.0;830.0;1027.0;3.0;1055;1030.0;-25.0;0;;0;N;165;149.0;117.0;1;937;;;;;;;;;
344740;2018-11-04;AS;AS;AS;1222;AS;N625VA;1222;14771;SFO;San Francisco, CA;10423;AUS;Austin, TX;1720;1722.0;2.0;18.0;1740.0;2224.0;6.0;2242;2230.0;-12.0;0;;0;N;202;188.0;164.0;1;1504;;;;;;;;;
8644;2018-01-10;AS;AS;AS;55;AS;N536AS;55;11630;FAI;Fairbanks, AK;10299;ANC;Anchorage, AK;1433;1415.0;-18.0;8.0;1423.0;1511.0;4.0;1535;1515.0;-20.0;0;;0;N;62;60.0;48.0;1;261;;;;;;;;;
580756;2019-05-26;AS;AS;AS;580;AS;N570AS;580;14057;PDX;Portland, OR;14908;SNA;Santa Ana, CA;1235;1231.0;-4.0;10.0;1241.0;1446.0;4.0;1500;1450.0;-10.0;0;;0;N;145;139.0;125.0;1;859;;;;;;;;;
494787;2019-03-15;AS;AS_CODESHARE;AS;2048;QX;N636QX;2048;14057;PDX;Portland, OR;11884;GEG;Spokane, WA;630;630.0;0.0;15.0;645.0;733.0;2.0;730;735.0;5.0;0;;0;N;60;65.0;48.0;1;279;;;;;;;;;
463108;2019-02-16;AS;AS_CODESHARE;AS;2038;QX;N620QX;2038;14908;SNA;Santa Ana, CA;14771;SFO;San Francisco, CA;1615;1610.0;-5.0;14.0;1624.0;1739.0;6.0;1745;1745.0;0.0;0;;0;N;90;95.0;75.0;1;372;;;;;;;;;
594314;2019-06-06;AS;AS_CODESHARE;AS;3308;OO;N179SY;3308;14057;PDX;Portland, OR;11259;DAL;Dallas, TX;900;900.0;0.0;16.0;916.0;1449.0;8.0;1455;1457.0;2.0;0;;0;N;235;237.0;213.0;1;1626;;;;;;;;;
853197;2019-12-31;AS;AS_CODESHARE;AS;2260;QX;N437QX;2260;14570;RNO;Reno, NV;14057;PDX;Portland, OR;1125;1119.0;-6.0;8.0;1127.0;1300.0;9.0;1311;1309.0;-2.0;0;;0;N;106;110.0;93.0;1;444;;;;;;;;;
326782;2018-10-19;AS;AS_CODESHARE;AS;2774;QX;N636QX;2774;14679;SAN;San Diego, CA;13487;MSP;Minneapolis, MN;1315;1316.0;1.0;28.0;1344.0;1910.0;3.0;1910;1913.0;3.0;0;;0;N;235;237.0;206.0;1;1532;;;;;;;;;
666332;2019-08-01;AS;AS_CODESHARE;AS;2348;QX;N412QX;2348;14747;SEA;Seattle, WA;13486;MSO;Missoula, MT;740;742.0;2.0;36.0;818.0;1022.0;4.0;1015;1026.0;11.0;0;;0;N;95;104.0;64.0;1;389;;;;;;;;;
230100;2018-07-30;AS;AS;AS;712;AS;N435AS;712;14747;SEA;Seattle, WA;15016;STL;St. Louis, MO;1805;1809.0;4.0;22.0;1831.0;2356.0;11.0;2355;7.0;12.0;0;;0;N;230;238.0;205.0;1;1709;;;;;;;;;
360683;2018-11-18;AS;AS_CODESHARE;AS;2282;QX;N402QX;2282;14747;SEA;Seattle, WA;11470;EAT;Wenatchee, WA;1755;1753.0;-2.0;20.0;1813.0;1843.0;3.0;1845;1846.0;1.0;0;;0;N;50;53.0;30.0;1;99;;;;;;;;;
821276;2019-12-05;AS;AS_CODESHARE;AS;3330;OO;N179SY;3330;14057;PDX;Portland, OR;11884;GEG;Spokane, WA;1040;1035.0;-5.0;15.0;1050.0;1142.0;5.0;1150;1147.0;-3.0;0;;0;N;70;72.0;52.0;1;279;;;;;;;;;
73114;2018-03-21;AS;AS;AS;371;AS;N474AS;371;13796;OAK;Oakland, CA;14747;SEA;Seattle, WA;1832;1839.0;7.0;18.0;1857.0;2027.0;7.0;2033;2034.0;1.0;0;;0;N;121;115.0;90.0;1;672;;;;;;;;;
522604;2019-04-08;AS;AS;AS;111;AS;N562AS;111;14107;PHX;Phoenix, AZ;10299;ANC;Anchorage, AK;745;740.0;-5.0;9.0;749.0;1220.0;3.0;1245;1223.0;-22.0;0;;0;N;360;343.0;331.0;1;2552;;;;;;;;;
269171;2018-08-30;AS;AS;AS;494;AS;N281AK;494;14747;SEA;Seattle, WA;14683;SAT;San Antonio, TX;1140;1134.0;-6.0;20.0;1154.0;1718.0;33.0;1751;1751.0;0.0;0;;0;N;251;257.0;204.0;1;1774;;;;;;;;;
459383;2019-02-13;AS;AS;AS;1174;AS;N852VA;1174;14771;SFO;San Francisco, CA;11618;EWR;Newark, NJ;710;842.0;92.0;48.0;930.0;1723.0;7.0;1525;1730.0;125.0;0;;0;N;315;348.0;293.0;1;2565;92.0;0.0;33.0;0.0;0.0;;;;
536004;2019-04-19;AS;AS;AS;1010;AS;N625VA;1010;14747;SEA;Seattle, WA;13930;ORD;Chicago, IL;45;46.0;1.0;15.0;101.0;626.0;15.0;650;641.0;-9.0;0;;0;N;245;235.0;205.0;1;1721;;;;;;;;;
68645;2018-03-16;AS;AS_CODESHARE;AS;3472;OO;N171SY;3472;14679;SAN;San Diego, CA;11638;FAT;Fresno, CA;1849;1839.0;-10.0;9.0;1848.0;1946.0;5.0;2005;1951.0;-14.0;0;;0;N;76;72.0;58.0;1;314;;;;;;;;;
546114;2019-04-28;AS;AS_CODESHARE;AS;2445;QX;N620QX;2445;11884;GEG;Spokane, WA;14747;SEA;Seattle, WA;550;537.0;-13.0;21.0;558.0;644.0;5.0;700;649.0;-11.0;0;;0;N;70;72.0;46.0;1;224;;;;;;;;;
355542;2018-11-14;AS;AS;AS;1024;AS;N365VA;1024;14771;SFO;San Francisco, CA;12478;JFK;New York, NY;1350;1417.0;27.0;30.0;1447.0;2250.0;6.0;2223;2256.0;33.0;0;;0;N;333;339.0;303.0;1;2586;27.0;0.0;6.0;0.0;0.0;;;;
588583;2019-06-02;AS;AS;AS;51;AS;N461AS;51;13930;ORD;Chicago, IL;14747;SEA;Seattle, WA;1750;1748.0;-2.0;22.0;1810.0;1959.0;6.0;2025;2005.0;-20.0;0;;0;N;275;257.0;229.0;1;1721;;;;;;;;;
829045;2019-12-11;AS;AS;AS;817;AS;N448AS;817;12892;LAX;Los Angeles, CA;12173;HNL;Honolulu, HI;1050;1108.0;18.0;11.0;1119.0;1435.0;15.0;1505;1450.0;-15.0;0;;0;N;375;342.0;316.0;1;2556;;;;;;;;;
548464;2019-04-30;AS;AS;AS;1963;AS;N855VA;1963;14679;SAN;San Diego, CA;14771;SFO;San Francisco, CA;1740;1750.0;10.0;13.0;1803.0;1912.0;4.0;1915;1916.0;1.0;0;;0;N;95;86.0;69.0;1;447;;;;;;;;;
821466;2019-12-05;AS;AS_CODESHARE;AS;2499;QX;N405QX;2499;14747;SEA;Seattle, WA;14057;PDX;Portland, OR;1630;1622.0;-8.0;12.0;1634.0;1708.0;13.0;1726;1721.0;-5.0;0;;0;N;56;59.0;34.0;1;129;;;;;;;;;
41593;2018-02-15;AS;AS;AS;309;AS;N260AK;309;14831;SJC;San Jose, CA;14057;PDX;Portland, OR;1650;1647.0;-3.0;10.0;1657.0;1830.0;5.0;1833;1835.0;2.0;0;;0;N;103;108.0;93.0;1;569;;;;;;;;;
465279;2019-02-18;AS;AS;AS;1278;AS;N849VA;1278;14057;PDX;Portland, OR;14679;SAN;San Diego, CA;750;756.0;6.0;40.0;836.0;1029.0;4.0;1010;1033.0;23.0;0;;0;N;140;157.0;113.0;1;933;0.0;0.0;23.0;0.0;0.0;;;;
406554;2018-12-28;AS;AS;AS;64;AS;N611AS;64;12819;KTN;Ketchikan, AK;14747;SEA;Seattle, WA;1757;1815.0;18.0;29.0;1844.0;2123.0;7.0;2053;2130.0;37.0;0;;0;N;116;135.0;99.0;1;680;0.0;0.0;19.0;0.0;18.0;;;;
497992;2019-03-18;AS;AS;AS;64;AS;N622AS;64;14256;PSG;Petersburg, AK;15841;WRG;Wrangell, AK;1525;1839.0;194.0;10.0;1849.0;1902.0;5.0;1545;1907.0;202.0;0;;0;N;20;28.0;13.0;1;31;0.0;0.0;8.0;0.0;194.0;;;;
118103;2018-04-30;AS;AS_CODESHARE;AS;2334;QX;N448QX;2334;14747;SEA;Seattle, WA;10713;BOI;Boise, ID;640;638.0;-2.0;15.0;653.0;901.0;5.0;905;906.0;1.0;0;;0;N;85;88.0;68.0;1;399;;;;;;;;;
631610;2019-07-05;AS;AS;AS;1114;AS;N361VA;1114;12892;LAX;Los Angeles, CA;12264;IAD;Washington, DC;2325;117.0;112.0;15.0;132.0;902.0;4.0;730;906.0;96.0;0;;0;N;305;289.0;270.0;1;2288;0.0;0.0;0.0;0.0;96.0;;;;
270398;2018-08-31;AS;AS;AS;346;AS;N263AK;346;14747;SEA;Seattle, WA;14831;SJC;San Jose, CA;745;754.0;9.0;21.0;815.0;952.0;6.0;1006;958.0;-8.0;0;;0;N;141;124.0;97.0;1;696;;;;;;743.0;4.0;4.0;
534588;2019-04-18;AS;AS;AS;520;AS;N549AS;520;14747;SEA;Seattle, WA;10800;BUR;Burbank, CA;1600;1550.0;-10.0;27.0;1617.0;1822.0;6.0;1830;1828.0;-2.0;0;;0;N;150;158.0;125.0;1;937;;;;;;;;;
777355;2019-10-29;AS;AS_CODESHARE;AS;2922;QX;N647QX;2922;14057;PDX;Portland, OR;13891;ONT;Ontario, CA;1300;1259.0;-1.0;11.0;1310.0;1454.0;5.0;1525;1459.0;-26.0;0;;0;N;145;120.0;104.0;1;838;;;;;;;;;
810610;2019-11-26;AS;AS;AS;172;AS;N557AS;172;10299;ANC;Anchorage, AK;14107;PHX;Phoenix, AZ;2220;2211.0;-9.0;37.0;2248.0;548.0;4.0;555;552.0;-3.0;0;;0;N;335;341.0;300.0;1;2552;;;;;;;;;
646933;2019-07-17;AS;AS;AS;1940;AS;N621VA;1940;14771;SFO;San Francisco, CA;12892;LAX;Los Angeles, CA;2000;1951.0;-9.0;34.0;2025.0;2123.0;11.0;2140;2134.0;-6.0;0;;0;N;100;103.0;58.0;1;337;;;;;;;;;
749394;2019-10-06;AS;AS_CODESHARE;AS;2045;QX;N432QX;2045;11884;GEG;Spokane, WA;14057;PDX;Portland, OR;2025;2020.0;-5.0;9.0;2029.0;2126.0;4.0;2140;2130.0;-10.0;0;;0;N;75;70.0;57.0;1;279;;;;;;;;;
428440;2019-01-16;AS;AS;AS;65;AS;N618AS;65;12523;JNU;Juneau, AK;10299;ANC;Anchorage, AK;1320;1350.0;30.0;13.0;1403.0;1527.0;5.0;1505;1532.0;27.0;0;;0;N;105;102.0;84.0;1;571;0.0;0.0;0.0;0.0;27.0;;;;
424157;2019-01-12;AS;AS;AS;23;AS;N585AS;23;13930;ORD;Chicago, IL;14747;SEA;Seattle, WA;800;754.0;-6.0;29.0;823.0;1007.0;12.0;1045;1019.0;-26.0;0;;0;N;285;265.0;224.0;1;1721;;;;;;;;;
113918;2018-04-26;AS;AS_CODESHARE;AS;2340;QX;N445QX;2340;14747;SEA;Seattle, WA;13486;MSO;Missoula, MT;2115;2114.0;-1.0;13.0;2127.0;2334.0;4.0;2336;2338.0;2.0;0;;0;N;81;84.0;67.0;1;389;;;;;;;;;
477193;2019-02-28;AS;AS;AS;339;AS;N527AS;339;13204;MCO;Orlando, FL;14679;SAN;San Diego, CA;1750;1753.0;3.0;14.0;1807.0;2015.0;4.0;2015;2019.0;4.0;0;;0;N;325;326.0;308.0;1;2149;;;;;;;;;
181298;2018-06-21;AS;AS;AS;423;AS;N274AK;423;14057;PDX;Portland, OR;14747;SEA;Seattle, WA;600;553.0;-7.0;11.0;604.0;637.0;16.0;654;653.0;-1.0;0;;0;N;54;60.0;33.0;1;129;;;;;;;;;
484615;2019-03-07;AS;AS;AS;1749;AS;N621VA;1749;14747;SEA;Seattle, WA;14771;SFO;San Francisco, CA;705;;;;;;;915;;;1;B;0;N;130;;;1;679;;;;;;;;;
154378;2018-05-30;AS;AS;AS;810;AS;N525AS;810;14747;SEA;Seattle, WA;14908;SNA;Santa Ana, CA;1210;1159.0;-11.0;31.0;1230.0;1456.0;5.0;1451;1501.0;10.0;0;;0;N;161;182.0;146.0;1;978;;;;;;;;;
171487;2018-06-13;AS;AS_CODESHARE;AS;2644;QX;N634QX;2644;13796;OAK;Oakland, CA;14057;PDX;Portland, OR;1415;1408.0;-7.0;10.0;1418.0;1535.0;5.0;1603;1540.0;-23.0;0;;0;N;108;92.0;77.0;1;543;;;;;;;;;
