Scheduled Departure (Hour);Scheduled Arrival (Hour);Departing Airport;Arriving Airport;Hourly Taxi_Out Duration (Median);Hourly Taxi_In Duration (Median)
19;22;SJU;FLL;18.0;5.0
19;22;SMF;PHX;11.5;6.0
19;22;SNA;DEN;10.0;6.5
19;22;STL;ATL;13.0;6.0
19;22;STL;BOS;7.5;6.0
19;22;STL;DCA;8.5;6.5
19;22;STL;DTW;13.0;13.0
19;22;STL;EWR;9.0;8.0
19;22;STL;MCO;10.0;6.0
19;22;STL;PHL;10.0;5.0
19;22;STL;SEA;15.0;7.0
19;22;STS;SEA;7.0;7.0
19;22;SWF;PIE;14.0;13.0
19;22;TPA;BOS;16.0;7.0
19;22;TPA;CLE;24.0;11.5
19;22;TPA;DCA;12.0;6.0
19;22;TPA;ISP;16.0;4.0
19;22;TPA;JFK;12.0;12.0
19;22;TPA;LGA;8.0;5.0
19;22;TPA;MHT;15.0;3.0
19;22;TTN;MCO;10.5;14.0
19;23;AUS;ATL;14.0;11.0
19;23;AUS;EWR;13.0;6.0
19;23;AUS;IAD;11.5;13.0
19;23;BNA;BOS;12.0;4.0
19;23;BNA;LGA;13.0;10.0
19;23;BOS;AUS;16.0;7.0
19;23;BOS;DFW;18.0;14.0
19;23;BOS;FLL;14.0;6.0
19;23;BOS;LAX;32.0;10.0
19;23;BOS;SLC;68.0;8.0
19;23;BOS;TPA;25.0;3.5
19;23;DAL;DCA;8.0;4.0
19;23;DAL;FLL;14.0;6.0
19;23;DAL;MCO;10.0;8.0
19;23;DAL;PIT;10.0;4.0
19;23;DEN;BNA;14.0;6.0
19;23;DEN;IAH;14.0;9.0
19;23;DEN;ISN;22.0;9.0
19;23;DEN;MEM;14.0;6.0
19;23;DEN;MKE;12.0;5.5
19;23;DEN;MSY;10.0;3.0
19;23;DEN;ORD;12.0;3.0
19;23;DFW;BOS;28.5;11.0
19;23;DFW;CLT;12.0;5.0
19;23;DFW;DCA;11.5;8.0
19;23;DFW;EWR;39.0;7.0
19;23;DFW;FLL;12.0;8.0
19;23;DFW;LGA;26.0;8.0
19;23;DFW;MCO;11.5;9.5
19;23;DFW;PHL;17.5;5.5
19;23;EWR;FLL;17.5;2.5
19;23;EWR;LAX;25.0;8.0
19;23;EWR;PHX;18.0;6.0
19;23;EWR;PSP;18.0;6.0
19;23;EWR;SFO;33.0;49.0
19;23;FAT;DEN;13.0;28.0
19;23;FLL;DTW;26.0;7.0
19;23;FLL;JFK;14.0;19.0
19;23;FLL;SJU;17.0;5.0
19;23;HOU;BWI;7.0;3.0
19;23;HOU;DCA;6.5;4.0
19;23;HOU;FLL;8.0;5.0
19;23;HOU;IND;7.0;3.0
19;23;HOU;JAX;6.0;3.0
19;23;HOU;LGA;12.0;4.0
19;23;IAH;BWI;15.0;3.0
19;23;IAH;CAE;13.0;4.0
19;23;IAH;CHS;14.0;5.0
19;23;IAH;CLE;18.0;4.0
19;23;IAH;CLT;22.0;6.5
19;23;IAH;CMH;19.0;6.0
19;23;IAH;CRW;19.0;9.5
19;23;IAH;CVG;25.0;7.0
19;23;IAH;DAY;21.0;7.0
19;23;IAH;DCA;28.0;3.0
19;23;IAH;DTW;18.0;9.0
19;23;IAH;FLL;8.0;7.0
19;23;IAH;GRR;15.0;5.0
19;23;IAH;GSP;18.5;4.0
19;23;IAH;IAD;19.0;6.0
19;23;IAH;IND;19.0;5.0
19;23;IAH;JAX;16.0;4.0
19;23;IAH;LEX;17.0;4.5
19;23;IAH;LGA;23.0;6.0
19;23;IAH;MIA;21.0;10.0
19;23;IAH;PBI;16.5;4.5
19;23;IAH;PIT;20.5;5.0
19;23;IAH;RSW;22.0;5.0
19;23;IAH;SDF;17.5;6.0
19;23;IAH;TYS;15.0;4.0
19;23;JFK;ABQ;18.5;6.0
19;23;JFK;DEN;27.0;10.0
19;23;JFK;FLL;35.0;5.5
19;23;JFK;LAX;46.5;10.0
19;23;JFK;MIA;30.0;5.0
19;23;JFK;PHX;75.0;40.0
19;23;JFK;SAN;19.0;4.0
19;23;JFK;SFO;32.5;8.5
19;23;JFK;SJU;39.0;4.0
19;23;JFK;SLC;32.0;3.0
19;23;JNU;SEA;10.5;11.0
19;23;LAS;AUS;17.0;9.0
19;23;LAS;DFW;11.0;9.0
19;23;LAX;DEN;17.0;7.0
19;23;LAX;DFW;12.0;8.5
19;23;LAX;OKC;59.0;6.0
19;23;LAX;SAT;12.0;2.0
19;23;LGA;DFW;33.0;18.0
19;23;LGA;FLL;16.0;3.0
19;23;LGA;MIA;21.0;5.0
19;23;LGA;RSW;24.0;5.0
19;23;MCI;BOS;12.0;6.0
19;23;MCI;FLL;10.0;13.0
19;23;MCI;MCO;10.0;6.0
19;23;MDW;BOS;8.0;6.0
19;23;MDW;FLL;10.0;5.0
19;23;MDW;MCO;6.0;6.0
19;23;MDW;RSW;9.0;3.5
19;23;MHT;MCO;7.0;6.0
19;23;MIA;BDL;20.5;4.5
19;23;MIA;BOS;22.0;6.5
19;23;MIA;DTW;22.0;13.0
19;23;MIA;EWR;23.0;6.0
19;23;MIA;JFK;18.0;8.0
19;23;MIA;LGA;17.0;5.0
19;23;MIA;MSP;47.0;11.0
19;23;MIA;SEA;23.5;31.5
19;23;MIA;SFO;17.0;18.0
19;23;MKE;BOS;14.0;6.0
19;23;MKE;TPA;8.0;4.0
19;23;MSP;ATL;19.0;6.0
19;23;MSP;BOS;13.0;32.0
19;23;MSP;DCA;64.0;10.0
19;23;MSP;EWR;34.0;6.0
19;23;MSP;LGA;18.0;5.0
19;23;MSP;ORF;35.0;19.0
19;23;MSY;EWR;12.0;5.5
19;23;MSY;JFK;12.0;9.5
19;23;OAK;ABQ;10.0;4.5
19;23;OAK;DEN;9.5;5.5
19;23;ORD;BOS;33.5;6.5
19;23;ORD;EWR;21.5;7.0
19;23;ORD;FLL;21.0;7.0
19;23;ORD;MCO;20.5;10.0
19;23;ORD;MIA;28.0;4.0
19;23;ORD;PBI;20.0;4.5
19;23;ORD;RDU;14.0;4.0
19;23;ORD;RSW;41.0;7.0
19;23;PBI;BOS;9.0;6.0
19;23;PHL;SFO;15.0;40.0
19;23;PHX;AUS;15.0;5.0
19;23;PHX;DAL;7.5;4.5
19;23;PHX;DFW;23.0;4.0
19;23;PHX;DSM;12.0;4.0
19;23;PHX;HOU;12.5;2.5
19;23;PHX;IAH;19.0;6.0
19;23;PHX;LIT;9.0;4.0
19;23;PHX;MCI;9.0;3.0
19;23;PHX;MDW;8.0;4.0
19;23;PHX;MEM;13.0;5.0
19;23;PHX;MKE;14.5;3.5
19;23;PHX;MSY;12.0;5.0
19;23;PHX;OKC;7.0;3.5
19;23;PHX;OMA;14.5;5.0
19;23;PHX;SAT;12.0;4.0
19;23;PHX;STL;9.0;4.0
19;23;PNS;PHL;9.0;15.0
19;23;PSP;DEN;9.0;67.0
19;23;SEA;DEN;15.5;7.0
19;23;SFO;ABQ;17.0;6.0
19;23;SFO;ANC;13.0;6.0
19;23;SNA;DEN;12.0;10.0
19;23;STL;BOS;21.0;10.0
19;23;STL;LGA;9.0;4.5
19;23;SWF;FLL;12.5;9.0
19;23;TPA;BOS;22.0;15.0
20;0;AUS;MCO;8.0;7.0
20;0;BNA;BOS;9.0;5.0
20;0;BNA;FLL;7.0;5.0
20;0;BOS;LAX;12.0;9.0
20;0;BOS;PBI;13.0;3.5
20;0;BOS;RSW;16.5;4.5
20;0;BOS;SFO;11.0;5.0
20;0;BOS;SJU;13.0;6.0
20;0;BOS;TPA;13.0;5.0
20;0;BWI;SJU;11.0;6.0
20;0;DAL;BWI;33.0;3.0
20;0;DAL;FLL;12.0;3.0
20;0;DAL;TPA;8.0;5.0
20;0;DEN;ATL;12.0;3.0
20;0;DEN;BNA;9.0;7.0
20;0;DEN;CMH;9.0;4.0
20;0;DEN;HOU;13.0;5.0
20;0;DEN;IAH;33.5;29.5
20;0;DEN;IND;10.0;3.0
20;0;DEN;ORD;13.5;5.0
20;0;DEN;SDF;14.0;3.0
20;0;DEN;STL;17.0;7.0
20;0;DFW;BDL;13.0;5.0
20;0;DFW;BOS;23.5;5.5
20;0;DFW;BWI;15.0;10.0
20;0;DFW;CLE;11.0;5.0
20;0;DFW;CLT;17.5;5.5
20;0;DFW;CMH;15.0;6.0
20;0;DFW;DAY;24.0;3.5
20;0;DFW;DCA;24.0;4.0
20;0;DFW;DTW;18.0;7.0
20;0;DFW;EWR;12.5;5.5
20;0;DFW;FLL;14.0;5.0
20;0;DFW;GNV;16.0;4.5
20;0;DFW;GSO;23.0;7.0
20;0;DFW;IAD;15.0;7.5
20;0;DFW;IND;12.0;7.0
20;0;DFW;LEX;27.0;9.5
20;0;DFW;MCO;20.0;6.0
20;0;DFW;MIA;20.0;5.0
20;0;DFW;PBI;16.0;6.0
20;0;DFW;PHL;17.0;7.5
20;0;DFW;PIT;20.5;7.0
20;0;DFW;RDU;18.5;5.0
20;0;DFW;RIC;17.5;7.5
20;0;DFW;RSW;20.0;5.0
20;0;DFW;TPA;16.0;5.0
20;0;EWR;BQN;19.0;5.5
20;0;EWR;LAX;26.0;9.0
20;0;EWR;SFO;18.0;68.0
20;0;EWR;SJU;19.0;4.0
20;0;HOU;BOS;12.0;6.0
20;0;HOU;BWI;17.0;5.0
20;0;HOU;PIT;10.5;3.5
20;0;IAH;CHS;14.0;2.0
20;0;IAH;DTW;16.0;7.0
20;0;IAH;EWR;20.0;9.0
20;0;IAH;IAD;21.0;3.0
20;0;IAH;RDU;21.0;5.0
20;0;JFK;LAX;16.5;21.5
20;0;JFK;OAK;15.5;5.0
20;0;JFK;SFO;36.0;8.0
20;0;JFK;SLC;32.0;6.0
20;0;LAS;AUS;14.0;5.0
20;0;LAS;MCI;10.0;31.0
20;0;LAS;OMA;9.0;2.5
20;0;LAX;AUS;8.0;4.0
20;0;LAX;SAT;8.0;3.0
20;0;MCI;TPA;8.0;2.0
20;0;MCO;BQN;15.0;9.0
20;0;MCO;SJU;17.0;7.0
20;0;MDW;RSW;17.0;4.0
20;0;MDW;TPA;8.0;3.0
20;0;MIA;SEA;17.5;9.5
20;0;MKE;MCO;20.5;11.0
20;0;MKE;TPA;8.0;3.0
20;0;MSP;ALB;15.0;4.0
20;0;MSP;BOS;32.0;8.0
20;0;MSP;EWR;23.0;6.0
20;0;MSP;IAD;10.0;5.0
20;0;MSP;JFK;17.5;17.0
20;0;MSP;ORF;21.5;5.0
20;0;MSP;PHL;29.0;5.0
20;0;MSY;JFK;14.0;11.0
20;0;ONT;DEN;9.5;11.0
20;0;ORD;MIA;17.0;4.0
20;0;PHL;SFO;13.0;6.0
20;0;PHX;DFW;18.0;6.0
20;0;PHX;LIT;5.0;3.0
20;0;PHX;MDW;9.0;3.0
20;0;PHX;MSP;6.0;4.0
20;0;PHX;OMA;10.0;2.0
20;0;PHX;ORD;13.0;35.0
20;0;PHX;SAT;12.0;4.0
20;0;RSW;BOS;12.0;7.0
20;0;SAN;AUS;13.5;4.0
20;0;SAN;SAT;14.0;3.5
20;0;SFO;DEN;10.0;4.0
20;0;SLC;AUS;18.5;9.5
20;0;SLC;DFW;17.0;9.0
20;0;SLC;IAH;17.0;6.0
20;0;SLC;MSP;23.0;3.0
20;0;SLC;SAT;13.0;5.5
20;0;SLC;STL;19.0;6.0
20;0;STL;MCO;21.0;5.0
20;1;AUS;EWR;10.0;7.0
20;1;DEN;BWI;15.0;2.0
20;1;DEN;CLE;28.0;5.0
20;1;DEN;CLT;20.0;6.0
20;1;DEN;CMH;8.0;13.0
20;1;DEN;DTW;10.5;6.5
20;1;DFW;BOS;13.5;10.5
20;1;DFW;EWR;42.0;4.5
20;1;DFW;PHL;19.0;6.0
20;1;EWR;SJU;15.0;3.5
20;1;LAS;DFW;10.0;7.0
20;1;LAS;HOU;10.5;4.5
20;1;LAS;MDW;15.0;4.0
20;1;LAS;MSY;10.0;3.0
20;1;LAS;STL;9.0;3.0
20;1;LAX;MCI;8.0;3.5
20;1;LAX;MDW;11.0;5.0
20;1;PHX;BNA;20.0;4.0
20;1;PHX;DFW;20.0;5.0
20;1;PHX;MKE;12.0;2.0
20;1;PHX;MSP;8.0;4.0
20;1;SFO;IAH;25.0;4.0
20;4;HNL;LAX;19.0;9.0
20;4;ITO;LAX;14.0;7.0
20;4;LAS;BOS;10.0;5.0
20;4;LAS;IAD;17.0;8.5
20;4;LAS;TPA;18.0;7.0
20;4;LAX;EWR;14.0;4.0
20;4;LAX;FLL;18.0;6.0
20;4;LAX;JFK;16.5;12.5
20;4;LGB;BOS;9.0;4.0
20;4;LGB;FLL;11.0;4.0
20;4;LGB;JFK;11.5;5.0
20;4;OGG;LAX;9.0;10.0
20;4;OGG;SFO;15.0;5.0
20;4;SAN;EWR;23.0;4.0
20;4;SAN;FLL;16.0;6.0
20;4;SAN;JFK;13.0;8.0
20;4;SFO;JFK;13.5;4.5
20;5;ANC;ORD;11.0;4.5
20;5;FAI;ORD;10.0;6.0
20;5;HNL;LAX;19.0;8.0
20;5;HNL;SEA;68.0;11.0
20;5;KOA;LAX;14.0;9.0
20;5;KOA;SEA;11.0;3.0
20;5;LAS;BOS;14.0;6.0
20;5;LAX;JFK;16.0;4.0
20;5;LAX;MCO;19.0;28.0
20;5;LAX;PHL;25.0;7.5
20;5;LGB;BOS;12.0;12.0
20;5;LIH;LAX;11.0;10.0
20;5;LIH;SEA;16.0;7.0
20;5;OGG;LAX;10.0;7.0
20;5;SAN;BOS;14.0;7.0
20;5;SAN;JFK;11.0;7.5
20;5;SAN;MCO;30.0;11.0
20;5;SEA;MIA;17.0;5.0
20;5;SFO;BOS;11.5;6.5
20;5;SFO;JFK;12.0;10.0
20;5;SFO;PHL;24.0;12.0
20;5;SJC;BOS;13.0;6.0
20;5;SNA;EWR;14.5;6.5
20;6;ANC;DFW;21.5;11.0
20;6;HNL;DEN;18.0;7.0
20;6;HNL;SLC;18.0;6.0
20;6;KOA;DEN;15.5;6.0
20;7;ANC;ATL;11.0;4.0
20;7;HNL;IAH;20.0;4.0
20;7;HNL;SLC;15.0;5.0
20;7;OGG;DEN;9.0;7.0
20;8;HNL;DFW;17.5;10.0
20;8;HNL;IAH;19.0;10.0
20;8;OGG;DFW;14.5;5.0
20;20;ABQ;LAS;6.0;11.0
20;20;ATL;AGS;12.0;9.0
20;20;ATL;BHM;10.5;3.0
20;20;ATL;BNA;14.0;6.0
20;20;ATL;CHA;18.0;4.0
20;20;ATL;CSG;11.0;3.0
20;20;ATL;DHN;13.5;3.0
20;20;ATL;GTR;35.0;3.5
20;20;ATL;HSV;15.0;5.0
20;20;ATL;MLU;17.5;3.0
20;20;ATL;MSY;36.0;2.5
20;20;ATL;PHX;12.0;6.0
20;20;ATL;SGF;24.5;4.0
20;20;ATL;VPS;20.0;10.0
20;20;AUS;ABQ;13.0;5.0
20;20;AUS;DAL;12.0;2.0
20;20;BOI;GEG;9.0;4.0
20;20;BOI;SEA;13.0;18.0
20;20;CHO;IAD;11.0;9.0
20;20;CLE;ORD;16.5;18.0
20;20;CLE;STL;30.0;4.0
20;20;CLT;BHM;22.0;4.0
20;20;CLT;BNA;12.0;8.0
20;20;CLT;CAE;31.0;9.0
20;20;CLT;CMI;22.0;10.0
20;20;CLT;FAY;15.0;3.5
20;20;CLT;FLO;31.0;7.0
20;20;CLT;GSO;21.5;6.5
20;20;CLT;GSP;17.5;3.5
20;20;CLT;MEM;16.0;11.0
20;20;CLT;PNS;21.0;9.0
20;20;CLT;VPS;21.0;5.0
20;20;CMH;STL;8.0;8.0
20;20;CVG;MDW;7.0;4.0
20;20;CVG;ORD;13.0;11.5
20;20;CVG;STL;9.5;5.0
20;20;DAL;PHX;9.0;6.0
20;20;DCA;BNA;25.0;6.0
20;20;DEN;COS;14.0;7.0
20;20;DEN;EGE;15.0;5.0
20;20;DEN;PUB;17.0;5.0
20;20;DFW;ELP;14.5;3.5
20;20;DTW;ATW;17.5;4.0
20;20;DTW;AZO;11.0;4.0
20;20;DTW;CID;22.0;10.0
20;20;DTW;CWA;18.0;8.5
20;20;DTW;DSM;19.0;6.0
20;20;DTW;EVV;19.5;5.0
20;20;DTW;GRB;45.5;3.5
20;20;DTW;MBS;15.0;4.0
20;20;DTW;MKE;16.5;7.0
20;20;DTW;MLI;18.0;5.0
20;20;DTW;MSN;11.0;4.0
20;20;DTW;ORD;18.0;17.0
20;20;DTW;STL;17.0;5.0
20;20;EYW;MIA;10.0;6.0
20;20;GRR;ORD;13.0;15.0
20;20;HNL;LIH;10.0;6.0
20;20;IAH;AUS;15.0;6.0
20;20;IAH;ELP;18.5;5.5
20;20;IND;ORD;13.0;16.5
20;20;ITO;HNL;8.0;7.0
20;20;LIH;HNL;9.0;5.5
20;20;MCO;BHM;17.0;3.0
20;20;OGG;HNL;6.5;6.0
20;20;OKC;DEN;28.0;11.0
20;20;OMA;DEN;17.0;9.0
20;20;ORD;MKE;39.0;7.0
20;20;ORD;MLI;20.0;3.0
20;20;PDX;RDM;10.0;3.0
20;20;PDX;SEA;17.0;7.0
20;20;PHL;IAD;15.0;4.0
20;20;PHX;ONT;12.0;4.0
20;20;PHX;SNA;8.0;3.0
20;20;PHX;TUS;17.0;5.0
20;20;PIT;MDW;11.0;5.0
20;20;SAT;ELP;7.0;4.0
20;20;SAT;SAN;9.5;2.5
20;20;SEA;PDX;12.5;2.5
20;20;SGU;LAX;13.0;10.0
20;20;SLC;EKO;10.0;4.0
20;20;SLC;LAS;16.0;6.0
20;20;SLC;PHX;17.5;6.0
20;20;SLC;RNO;15.0;4.0
20;20;TPA;BHM;9.0;3.0
20;20;YKM;SEA;18.0;5.0
20;21;ABQ;LAS;9.5;6.0
20;21;ABQ;LAX;15.5;12.0
20;21;ACV;SFO;10.0;5.0
20;21;AGS;CLT;10.0;7.0
20;21;AMA;DAL;8.0;7.0
20;21;AMA;DFW;13.0;10.0
20;21;ANC;FAI;11.5;3.5
20;21;ANC;JNU;8.5;4.0
20;21;ASE;LAX;32.0;13.0
20;21;ATL;ABQ;11.5;5.0
20;21;ATL;AUS;11.0;6.5
20;21;ATL;AVL;14.5;4.5
20;21;ATL;BNA;17.0;7.0
20;21;ATL;BTR;13.0;4.0
20;21;ATL;BWI;22.5;5.0
20;21;ATL;CAE;12.5;4.0
20;21;ATL;CHA;18.0;9.5
20;21;ATL;CHS;21.0;8.0
20;21;ATL;CLT;32.5;9.0
20;21;ATL;COS;41.0;7.0
20;21;ATL;CSG;26.0;3.5
20;21;ATL;DAL;15.5;4.0
20;21;ATL;DEN;22.0;8.5
20;21;ATL;GNV;15.0;6.0
20;21;ATL;GRB;25.0;5.0
20;21;ATL;GSO;14.0;4.0
20;21;ATL;GSP;16.0;4.0
20;21;ATL;ICT;14.5;3.5
20;21;ATL;IND;15.0;5.0
20;21;ATL;JAX;17.0;4.0
20;21;ATL;LAS;17.0;7.0
20;21;ATL;LEX;18.0;4.0
20;21;ATL;LFT;28.0;6.5
20;21;ATL;MCO;16.5;8.5
20;21;ATL;MDW;13.0;4.0
20;21;ATL;MEM;15.0;5.0
20;21;ATL;MLU;16.0;4.0
20;21;ATL;MSY;10.0;7.0
20;21;ATL;ORD;10.0;12.0
20;21;ATL;ORF;18.0;3.0
20;21;ATL;PBI;17.5;4.5
20;21;ATL;PHX;14.0;6.0
20;21;ATL;PIT;20.5;5.5
20;21;ATL;PNS;8.0;3.0
20;21;ATL;RST;18.0;5.0
20;21;ATL;SAV;32.0;4.0
20;21;ATL;SBN;12.0;4.5
20;21;ATL;SGF;41.0;4.0
20;21;ATL;SHV;23.0;3.0
20;21;ATL;STL;16.0;4.0
20;21;ATL;TLH;29.5;4.5
20;21;ATL;TUL;12.0;2.0
20;21;ATL;TUS;11.5;2.5
20;21;ATL;XNA;18.0;6.0
20;21;AUS;DAL;16.0;3.0
20;21;AUS;DEN;12.0;5.5
20;21;AUS;LAS;11.5;4.5
20;21;AUS;LAX;13.5;9.5
20;21;AUS;MSY;10.0;3.0
20;21;AUS;PHX;11.0;5.0
20;21;AUS;SAN;8.5;2.0
20;21;AUS;SJC;7.0;1.0
20;21;AVL;CLT;9.0;25.0
20;21;BDL;BWI;5.0;9.0
20;21;BIL;SEA;15.5;18.5
20;21;BLV;LAS;15.0;9.0
20;21;BNA;ECP;8.5;2.5
20;21;BNA;LAS;18.0;4.0
20;21;BNA;MDW;8.0;4.0
20;21;BOI;PDX;10.0;4.0
20;21;BOI;SAN;7.0;2.0
20;21;BOI;SEA;10.0;19.0
20;21;BOS;BUF;13.5;5.0
20;21;BOS;BWI;31.0;9.0
20;21;BOS;DCA;11.0;3.0
20;21;BOS;EWR;14.0;6.0
20;21;BOS;JFK;21.0;13.0
20;21;BOS;LGA;20.0;22.0
20;21;BOS;ORD;13.0;6.0
20;21;BOS;PHL;16.0;12.5
20;21;BUF;BOS;21.0;6.0
20;21;BUF;EWR;15.0;12.0
20;21;BUF;IAD;9.5;4.5
20;21;BUR;LAS;7.0;6.0
20;21;BUR;OAK;10.0;5.0
20;21;BUR;SFO;26.5;4.5
20;21;BUR;SJC;10.0;4.0
20;21;BUR;SMF;9.0;4.0
20;21;BWI;ALB;9.5;3.5
20;21;BWI;BDL;9.5;4.0
20;21;BWI;BNA;13.0;5.0
20;21;BWI;BOS;15.5;5.0
20;21;BWI;CHS;19.0;4.0
20;21;BWI;CLT;15.0;10.0
20;21;BWI;DTW;10.0;8.0
20;21;BWI;IND;11.0;5.0
20;21;BWI;ISP;10.0;3.5
20;21;BWI;MDW;13.0;2.0
20;21;BWI;MEM;11.0;5.0
20;21;BWI;RDU;10.0;8.0
20;21;BWI;SDF;10.0;4.0
20;21;BWI;STL;11.0;3.0
20;21;BZN;SEA;5.0;3.0
20;21;CAE;CLT;11.0;10.0
20;21;CHA;ATL;12.0;9.0
20;21;CHA;CLT;12.5;14.5
20;21;CHO;CLT;12.0;7.0
20;21;CHS;BWI;11.0;3.5
20;21;CLE;DCA;19.0;23.0
20;21;CLE;LAS;11.0;14.0
20;21;CLE;ORD;11.0;23.0
20;21;CLT;AGS;10.0;5.0
20;21;CLT;ATL;15.0;9.0
20;21;CLT;AVL;14.0;4.0
20;21;CLT;AVP;18.5;4.5
20;21;CLT;BDL;13.0;5.0
20;21;CLT;BTR;31.5;6.5
20;21;CLT;CAE;16.0;3.0
20;21;CLT;CAK;14.0;14.0
20;21;CLT;CHA;15.5;5.0
20;21;CLT;CHO;22.0;3.0
20;21;CLT;CHS;19.5;4.0
20;21;CLT;CID;28.5;4.0
20;21;CLT;CLE;21.0;10.0
20;21;CLT;CMH;21.0;7.0
20;21;CLT;CVG;18.0;6.0
20;21;CLT;DAY;12.0;7.0
20;21;CLT;DCA;20.0;4.0
20;21;CLT;DSM;20.5;5.5
20;21;CLT;DTW;21.0;6.0
20;21;CLT;ERI;33.0;7.0
20;21;CLT;EVV;31.0;4.0
20;21;CLT;EWN;8.0;4.0
20;21;CLT;FAY;16.0;5.0
20;21;CLT;FLO;22.5;10.5
20;21;CLT;FWA;15.0;3.0
20;21;CLT;GNV;16.5;2.0
20;21;CLT;GPT;31.0;6.0
20;21;CLT;GSO;13.0;7.0
20;21;CLT;HHH;20.0;6.0
20;21;CLT;HTS;13.0;5.0
20;21;CLT;IAD;15.0;5.5
20;21;CLT;IAH;19.0;6.0
20;21;CLT;ILM;14.0;3.0
20;21;CLT;IND;18.0;7.0
20;21;CLT;JAN;15.0;3.5
20;21;CLT;JAX;14.0;6.0
20;21;CLT;JFK;25.0;11.0
20;21;CLT;LAS;21.0;7.0
20;21;CLT;LIT;25.0;4.0
20;21;CLT;LYH;21.0;3.5
20;21;CLT;MCI;17.5;4.5
20;21;CLT;MCO;13.0;10.5
20;21;CLT;MDT;12.0;4.0
20;21;CLT;MEM;16.0;5.0
20;21;CLT;MKE;24.5;5.0
20;21;CLT;MSN;20.0;4.0
20;21;CLT;MSP;28.0;4.0
20;21;CLT;MSY;13.0;5.0
20;21;CLT;MYR;12.0;5.0
20;21;CLT;ORD;14.0;11.0
20;21;CLT;ORF;16.0;4.0
20;21;CLT;PHL;22.0;12.0
20;21;CLT;PHX;16.0;6.0
20;21;CLT;PIA;24.0;5.0
20;21;CLT;PIT;17.0;6.0
20;21;CLT;PVD;13.0;4.0
20;21;CLT;RDU;17.0;5.0
20;21;CLT;RIC;15.0;5.0
20;21;CLT;SAN;23.0;4.0
20;21;CLT;SAV;32.5;6.5
20;21;CLT;SBY;31.0;5.0
20;21;CLT;SDF;33.0;7.0
20;21;CLT;SHV;32.0;4.0
20;21;CLT;STL;13.0;3.0
20;21;CLT;SYR;30.0;4.0
20;21;CLT;TPA;21.0;6.0
20;21;CLT;TRI;21.0;5.0
20;21;CLT;TYS;19.0;5.0
20;21;CLT;VPS;21.0;7.0
20;21;CLT;XNA;17.0;4.0
20;21;CMH;BWI;29.0;4.0
20;21;CMH;CLT;12.0;6.5
20;21;CMH;EWR;28.0;13.0
20;21;CMH;LGA;18.0;10.0
20;21;COS;PHX;11.0;4.0
20;21;CRP;DFW;11.0;7.0
20;21;CVG;DCA;12.0;4.0
20;21;CVG;DEN;8.0;5.0
20;21;CVG;LAS;11.0;4.0
20;21;CVG;ORD;27.0;12.5
20;21;DAL;ABQ;12.0;3.0
20;21;DAL;AMA;13.0;3.0
20;21;DAL;BHM;11.0;2.0
20;21;DAL;BUR;12.0;2.0
20;21;DAL;DEN;11.0;6.5
20;21;DAL;ELP;15.0;5.0
20;21;DAL;HOU;9.0;5.0
20;21;DAL;LAS;10.5;7.0
20;21;DAL;LAX;15.0;7.0
20;21;DAL;LIT;9.5;2.5
20;21;DAL;MAF;9.0;4.0
20;21;DAL;MSY;8.0;4.0
20;21;DAL;OKC;9.0;3.5
20;21;DAL;PHX;14.5;5.0
20;21;DAL;TUL;10.0;5.0
20;21;DAY;DFW;14.0;7.0
20;21;DCA;BNA;21.0;7.0
20;21;DCA;BOS;19.0;6.5
20;21;DCA;CAK;16.0;5.0
20;21;DCA;CHS;18.0;3.0
20;21;DCA;CLE;12.0;7.0
20;21;DCA;CLT;32.0;7.0
20;21;DCA;DAY;38.0;7.0
20;21;DCA;DSM;11.0;8.0
20;21;DCA;DTW;19.0;7.0
20;21;DCA;EWR;36.5;14.5
20;21;DCA;GRR;11.0;5.0
20;21;DCA;GSP;22.5;3.0
20;21;DCA;HPN;18.0;4.0
20;21;DCA;HSV;19.0;5.0
20;21;DCA;JAN;9.0;5.0
20;21;DCA;LEX;21.5;6.5
20;21;DCA;LGA;21.0;3.0
20;21;DCA;MEM;25.5;4.5
20;21;DCA;ORD;17.5;3.5
20;21;DCA;PIT;37.0;6.0
20;21;DCA;PNS;22.0;4.0
20;21;DCA;RDU;20.0;8.0
20;21;DCA;SDF;20.0;12.0
20;21;DCA;STL;27.0;6.5
20;21;DCA;TYS;8.0;3.0
20;21;DEN;ABQ;10.0;5.0
20;21;DEN;ASE;16.0;3.0
20;21;DEN;BFF;17.0;4.0
20;21;DEN;BIL;12.0;3.0
20;21;DEN;COD;20.0;3.0
20;21;DEN;COS;18.0;6.0
20;21;DEN;DIK;20.0;4.5
20;21;DEN;EGE;11.0;5.0
20;21;DEN;GEG;10.0;4.0
20;21;DEN;LAR;22.0;5.0
20;21;DEN;LAS;14.0;7.0
20;21;DEN;LAX;13.0;35.0
20;21;DEN;MTJ;27.0;5.0
20;21;DEN;PUB;21.0;5.0
20;21;DEN;RAP;24.0;6.0
20;21;DEN;RKS;17.0;2.0
20;21;DEN;SFO;11.0;4.0
20;21;DEN;SLC;22.0;4.0
20;21;DEN;SNA;12.0;4.5
20;21;DFW;ABI;15.0;3.0
20;21;DFW;ACT;20.0;3.0
20;21;DFW;AUS;16.0;6.0
20;21;DFW;BPT;31.5;2.5
20;21;DFW;BTR;18.0;4.0
