Scheduled Departure (Hour);Scheduled Arrival (Hour);Airline;Departing Airport;Arriving Airport;Hourly Arrival Delay(Median)
14;15;AA;SAT;LAX;-6.0
14;15;AA;SAV;CLT;0.5
14;15;AA;SAV;DCA;13.0
14;15;AA;SCE;PHL;6.0
14;15;AA;SDF;ORD;-8.0
14;15;AA;SFO;LAX;-16.0
14;15;AA;SGF;DFW;-2.0
14;15;AA;SGF;ORD;-2.0
14;15;AA;SHV;DFW;12.0
14;15;AA;SJT;DFW;-6.0
14;15;AA;SLC;LAX;2.5
14;15;AA;STL;PHX;-11.0
14;15;AA;SWO;DFW;-15.0
14;15;AA;SYR;PHL;72.5
14;15;AA;TLH;DFW;-22.0
14;15;AA;TPA;DFW;-7.0
14;15;AA;TUL;DFW;3.0
14;15;AA;TXK;DFW;-17.0
14;15;AA;TYS;CLT;-2.0
14;15;AA;TYS;DFW;-20.0
14;15;AA;TYS;ORD;18.0
14;15;AA;XNA;DFW;2.0
14;15;AA;XNA;LAX;-4.5
14;15;AS;ANC;FAI;-3.0
14;15;AS;BZN;PDX;14.0
14;15;AS;EUG;PDX;-5.0
14;15;AS;FAI;ANC;-19.0
14;15;AS;FAT;SAN;-21.0
14;15;AS;GEG;PDX;-7.5
14;15;AS;GEG;SEA;-2.0
14;15;AS;LAS;LAX;-17.0
14;15;AS;MCI;PDX;-14.0
14;15;AS;MFR;PDX;7.0
14;15;AS;MSO;SEA;-12.5
14;15;AS;PDX;SEA;-7.0
14;15;AS;PSG;WRG;-23.0
14;15;AS;SAN;FAT;-14.0
14;15;AS;SAN;MRY;5.5
14;15;AS;SAN;SFO;23.5
14;15;AS;SAN;SJC;-21.0
14;15;AS;SEA;BLI;12.5
14;15;AS;SEA;GEG;-3.0
14;15;AS;SEA;PDX;5.0
14;15;AS;SFO;LAX;-11.0
14;15;AS;SFO;SNA;36.0
14;15;AS;SJC;LAX;-4.5
14;15;AS;SJC;SAN;-14.0
14;15;AS;SMF;PDX;6.0
14;15;AS;STS;LAX;67.0
14;15;B6;BOS;DCA;-2.0
14;15;B6;BOS;JFK;-5.0
14;15;B6;BOS;PHL;-18.0
14;15;B6;BUF;JFK;-25.0
14;15;B6;BWI;BOS;569.0
14;15;B6;DCA;BOS;-5.0
14;15;B6;EWR;BOS;149.0
14;15;B6;FLL;BNA;-3.5
14;15;B6;IAD;JFK;-22.0
14;15;B6;JFK;BOS;60.0
14;15;B6;JFK;MVY;-9.0
14;15;B6;JFK;ROC;-17.0
14;15;B6;LAS;LGB;20.0
14;15;B6;LGB;SFO;8.0
14;15;B6;PIT;BOS;22.0
14;15;B6;SJU;STX;38.0
14;15;B6;SLC;LGB;122.0
14;15;DL;ASE;SLC;-18.0
14;15;DL;ATL;ABQ;-16.5
14;15;DL;ATL;AGS;-9.0
14;15;DL;ATL;BNA;-10.0
14;15;DL;ATL;CAE;-12.0
14;15;DL;ATL;CHA;-14.0
14;15;DL;ATL;CLE;-11.0
14;15;DL;ATL;CLT;-12.0
14;15;DL;ATL;CVG;-10.0
14;15;DL;ATL;DAL;-8.5
14;15;DL;ATL;DAY;-3.0
14;15;DL;ATL;DEN;-5.5
14;15;DL;ATL;FLL;-3.0
14;15;DL;ATL;FSM;-8.0
14;15;DL;ATL;GRB;2.0
14;15;DL;ATL;GSO;-3.0
14;15;DL;ATL;JAN;-12.5
14;15;DL;ATL;JAX;-16.0
14;15;DL;ATL;MCI;25.5
14;15;DL;ATL;MCO;2.0
14;15;DL;ATL;MDW;-14.0
14;15;DL;ATL;MIA;-10.0
14;15;DL;ATL;MSY;-5.0
14;15;DL;ATL;OKC;8.0
14;15;DL;ATL;ORF;3.0
14;15;DL;ATL;PHL;-12.0
14;15;DL;ATL;PHX;-5.0
14;15;DL;ATL;PIA;5.0
14;15;DL;ATL;PNS;17.0
14;15;DL;ATL;RDU;-10.0
14;15;DL;ATL;RIC;5.5
14;15;DL;ATL;RSW;3.0
14;15;DL;ATL;SAN;-18.0
14;15;DL;ATL;SAT;-23.5
14;15;DL;ATL;SAV;-11.0
14;15;DL;ATL;SDF;-15.0
14;15;DL;ATL;SHV;-24.0
14;15;DL;ATL;STL;-18.0
14;15;DL;ATL;TLH;-5.0
14;15;DL;ATL;TPA;-8.0
14;15;DL;ATL;TRI;-8.0
14;15;DL;ATL;TUL;-14.0
14;15;DL;ATL;XNA;-17.5
14;15;DL;ATW;MSP;21.0
14;15;DL;AUS;SLC;-1.5
14;15;DL;AVL;ATL;-8.0
14;15;DL;BOS;BUF;4.5
14;15;DL;BOS;JFK;-15.5
14;15;DL;BOS;LGA;-16.0
14;15;DL;CAK;ATL;-15.0
14;15;DL;CHO;LGA;6.0
14;15;DL;CHS;ATL;-16.0
14;15;DL;CLE;DTW;-16.5
14;15;DL;CLE;LGA;85.0
14;15;DL;CMH;ATL;-11.0
14;15;DL;CRW;ATL;-7.5
14;15;DL;CSG;ATL;-2.0
14;15;DL;CVG;ATL;-1.5
14;15;DL;CVG;LAX;-15.0
14;15;DL;DAB;ATL;-9.0
14;15;DL;DCA;CVG;-9.0
14;15;DL;DCA;LGA;-29.0
14;15;DL;DEN;SLC;-4.5
14;15;DL;DLH;MSP;-6.0
14;15;DL;DTW;BDL;-7.5
14;15;DL;DTW;BTV;-22.0
14;15;DL;DTW;BUF;73.0
14;15;DL;DTW;CIU;22.0
14;15;DL;DTW;CLE;-10.5
14;15;DL;DTW;CMH;-22.0
14;15;DL;DTW;EWR;-4.0
14;15;DL;DTW;GRR;-23.0
14;15;DL;DTW;HPN;4.0
14;15;DL;DTW;IAD;25.0
14;15;DL;DTW;LGA;-13.0
14;15;DL;DTW;MEM;5.0
14;15;DL;DTW;PHL;-3.0
14;15;DL;DTW;PVD;0.0
14;15;DL;DTW;PWM;-14.0
14;15;DL;FAR;MSP;42.5
14;15;DL;FLL;ATL;-10.0
14;15;DL;FSD;MSP;-20.5
14;15;DL;GRB;MSP;46.0
14;15;DL;GRR;DTW;28.0
14;15;DL;GSO;ATL;-11.5
14;15;DL;GSO;LGA;-24.0
14;15;DL;GSP;ATL;-7.0
14;15;DL;IND;ATL;3.0
14;15;DL;JAX;ATL;-14.0
14;15;DL;LAN;DTW;72.0
14;15;DL;LAS;LAX;-15.0
14;15;DL;LAX;SFO;-32.0
14;15;DL;LAX;SJC;0.0
14;15;DL;LEX;ATL;-10.0
14;15;DL;LEX;DTW;-23.0
14;15;DL;LGA;BGR;-15.5
14;15;DL;LGA;BOS;-7.5
14;15;DL;LGA;DCA;18.0
14;15;DL;LGA;ORD;-20.0
14;15;DL;LGA;ORF;-35.0
14;15;DL;LGA;PWM;24.0
14;15;DL;LGA;ROC;19.0
14;15;DL;LGB;LAS;14.0
14;15;DL;MCI;SLC;-8.0
14;15;DL;MCO;ATL;-3.5
14;15;DL;MDT;DTW;-5.0
14;15;DL;MLB;ATL;-20.0
14;15;DL;MQT;DTW;60.0
14;15;DL;MSP;BIS;-9.0
14;15;DL;MSP;BRD;0.0
14;15;DL;MSP;BZN;-8.5
14;15;DL;MSP;CWA;17.0
14;15;DL;MSP;DEN;-10.0
14;15;DL;MSP;DSM;3.0
14;15;DL;MSP;GRB;-1.0
14;15;DL;MSP;LAS;2.5
14;15;DL;MSP;LSE;-10.0
14;15;DL;MSP;PHX;3.0
14;15;DL;MSP;RHI;13.0
14;15;DL;MSP;RST;3.0
14;15;DL;MYR;LGA;27.0
14;15;DL;OAJ;ATL;-28.0
14;15;DL;ORF;LGA;12.0
14;15;DL;PDX;SEA;7.0
14;15;DL;PIT;BOS;-27.0
14;15;DL;PSC;SEA;4.0
14;15;DL;RDM;SEA;34.5
14;15;DL;RDU;BWI;-16.0
14;15;DL;RDU;DCA;13.0
14;15;DL;RIC;ATL;-7.0
14;15;DL;ROA;ATL;-2.0
14;15;DL;SAN;LAX;-15.0
14;15;DL;SBN;DTW;-11.5
14;15;DL;SDF;ATL;-23.0
14;15;DL;SDF;DTW;-4.0
14;15;DL;SJC;LAS;-6.0
14;15;DL;SLC;DEN;-9.0
14;15;DL;SMF;SEA;-8.0
14;15;DL;SWF;DTW;-37.0
14;15;DL;TLH;ATL;-6.0
14;15;DL;TPA;ATL;9.0
14;15;DL;TVC;DTW;7.0
14;15;F9;AUS;DEN;-5.0
14;15;F9;AUS;LAS;-15.0
14;15;F9;AUS;MSY;-11.0
14;15;F9;BIL;DEN;5.0
14;15;F9;CMH;DEN;-23.0
14;15;F9;DEN;ABQ;32.0
14;15;F9;DEN;LAS;13.5
14;15;F9;DEN;PHX;2.0
14;15;F9;IAH;DEN;-44.0
14;15;F9;IND;LAS;50.0
14;15;F9;LIT;DEN;9.0
14;15;F9;OKC;DEN;-22.0
14;15;F9;SAT;COS;-22.0
14;15;F9;TYS;DEN;-18.0
14;15;G4;CHA;PIE;44.0
14;15;G4;LAS;FAT;81.0
14;15;G4;LAS;MRY;-5.0
14;15;G4;LAS;RNO;-10.0
14;15;G4;LEX;PIE;-12.0
14;15;G4;MEM;AUS;-12.0
14;15;G4;PGD;PIA;449.0
14;15;G4;PGD;SPI;171.0
14;15;G4;PIE;GSP;7.0
14;15;G4;PIE;PIA;-15.0
14;15;G4;RNO;LAS;-5.0
14;15;G4;SBN;LAS;-4.0
14;15;G4;SCK;LAS;15.0
14;15;G4;SDF;MYR;-23.0
14;15;G4;SFB;ELP;-10.0
14;15;G4;TYS;LAS;-9.0
14;15;HA;HNL;ITO;-5.0
14;15;HA;HNL;KOA;5.0
14;15;HA;HNL;LIH;51.0
14;15;HA;HNL;MKK;3.0
14;15;HA;HNL;OGG;-6.0
14;15;HA;ITO;HNL;6.0
14;15;HA;KOA;HNL;20.0
14;15;HA;KOA;OGG;-3.0
14;15;HA;LIH;HNL;-3.5
14;15;HA;LIH;OGG;-5.0
14;15;HA;LNY;HNL;14.5
14;15;HA;OGG;HNL;3.0
14;15;HA;OGG;LIH;-6.5
14;15;NK;ATL;BWI;3.0
14;15;NK;CLE;MYR;3.0
14;15;NK;CMH;MSY;-18.0
14;15;NK;DFW;MSY;-16.0
14;15;NK;DTW;LGA;-10.0
14;15;NK;IAH;LAS;133.0
14;15;NK;LAS;LAX;-14.0
14;15;NK;LAX;OAK;-1.0
14;15;NK;LBE;MYR;-14.0
14;15;NK;MCO;ATL;-1.0
14;15;NK;MCO;IAH;67.0
14;15;NK;MSP;DEN;-10.0
14;15;NK;MYR;LGA;8.5
14;15;NK;MYR;ORD;149.0
14;15;NK;OAK;LAS;57.5
14;15;UA;ABQ;LAX;-5.0
14;15;UA;ATL;IAH;102.0
14;15;UA;AUS;SFO;-7.5
14;15;UA;AVP;IAD;-34.0
14;15;UA;BIS;DEN;-19.0
14;15;UA;BOS;EWR;54.5
14;15;UA;BRO;IAH;-26.0
14;15;UA;BTR;IAH;-18.0
14;15;UA;BUF;IAD;-3.0
14;15;UA;BUR;SFO;-5.0
14;15;UA;CHO;IAD;-19.0
14;15;UA;CID;ORD;3.0
14;15;UA;CLE;LGA;15.0
14;15;UA;CMH;IAD;11.0
14;15;UA;CRP;IAH;-12.0
14;15;UA;CRW;IAD;-14.0
14;15;UA;DCA;CLE;38.5
14;15;UA;DCA;ORD;-33.0
14;15;UA;DEN;ASE;-10.0
14;15;UA;DEN;BFF;-13.0
14;15;UA;DEN;COS;-9.0
14;15;UA;DEN;DRO;-8.0
14;15;UA;DEN;EGE;-17.0
14;15;UA;DEN;JAC;-3.0
14;15;UA;DEN;LAS;-16.0
14;15;UA;DEN;LAX;-21.0
14;15;UA;DEN;PSP;-4.0
14;15;UA;DEN;RAP;7.0
14;15;UA;DEN;SFO;-11.0
14;15;UA;DFW;IAH;-5.0
14;15;UA;DSM;DEN;-3.5
14;15;UA;DVL;DEN;-9.5
14;15;UA;ELM;IAD;-14.0
14;15;UA;EWR;BOS;-13.0
14;15;UA;EWR;BUF;4.0
14;15;UA;EWR;BWI;-9.5
14;15;UA;EWR;CLE;3.0
14;15;UA;EWR;CMH;-11.5
14;15;UA;EWR;DCA;-8.0
14;15;UA;EWR;GSO;128.5
14;15;UA;EWR;MCI;-29.0
14;15;UA;EWR;MHT;-14.0
14;15;UA;EWR;ORF;-24.0
14;15;UA;EWR;PVD;-14.0
14;15;UA;EWR;PWM;-6.0
14;15;UA;EWR;RDU;-13.0
14;15;UA;EWR;ROC;-6.5
14;15;UA;EWR;SYR;139.0
14;15;UA;FAT;LAX;-2.0
14;15;UA;FAY;IAD;-25.0
14;15;UA;FLL;IAH;54.0
14;15;UA;GSO;IAD;-20.0
14;15;UA;IAH;ABQ;3.5
14;15;UA;IAH;AEX;9.0
14;15;UA;IAH;AUS;-9.0
14;15;UA;IAH;BRO;-11.5
14;15;UA;IAH;BTR;8.0
14;15;UA;IAH;CLL;-15.0
14;15;UA;IAH;COS;144.0
14;15;UA;IAH;DFW;-1.0
14;15;UA;IAH;ELP;-7.0
14;15;UA;IAH;GPT;-9.5
14;15;UA;IAH;GRK;6.0
14;15;UA;IAH;HRL;-5.5
14;15;UA;IAH;JAN;-18.0
14;15;UA;IAH;LAS;51.5
14;15;UA;IAH;LBB;-13.0
14;15;UA;IAH;LFT;-5.0
14;15;UA;IAH;LIT;-17.0
14;15;UA;IAH;LRD;-10.0
14;15;UA;IAH;MLU;7.0
14;15;UA;IAH;MOB;-13.0
14;15;UA;IAH;MSY;8.0
14;15;UA;IAH;PHX;1.0
14;15;UA;IAH;SAN;11.5
14;15;UA;IAH;SAT;-6.0
14;15;UA;IAH;SHV;-13.5
14;15;UA;IAH;SNA;-10.0
14;15;UA;IAH;TUS;-9.0
14;15;UA;IND;ORD;-5.0
14;15;UA;ITH;IAD;-12.0
14;15;UA;JAN;IAH;0.0
14;15;UA;JAX;IAD;-0.5
14;15;UA;LAS;LAX;-8.0
14;15;UA;LAS;SFO;-1.0
14;15;UA;LAX;FAT;-5.5
14;15;UA;LAX;LAS;-9.5
14;15;UA;LAX;MMH;3.0
14;15;UA;LAX;MRY;-18.0
14;15;UA;LAX;PHX;-21.0
14;15;UA;LAX;SAN;-2.5
14;15;UA;LAX;SBA;-1.0
14;15;UA;LAX;SBP;-6.0
14;15;UA;LAX;SFO;13.0
14;15;UA;LGA;IAD;-9.0
14;15;UA;LGA;ORD;59.5
14;15;UA;LIT;IAH;-7.0
14;15;UA;MAF;IAH;17.0
14;15;UA;MCI;DEN;5.0
14;15;UA;MCO;IAH;4.5
14;15;UA;MDT;IAD;-19.0
14;15;UA;MFE;IAH;-13.0
14;15;UA;MFR;SFO;-4.5
14;15;UA;MOB;IAH;-13.0
14;15;UA;MRY;SFO;2.0
14;15;UA;MSN;ORD;-5.0
14;15;UA;MSY;IAH;-6.5
14;15;UA;MYR;EWR;-10.0
14;15;UA;OKC;DEN;-11.5
14;15;UA;OKC;IAH;-2.5
14;15;UA;OMA;DEN;-19.0
14;15;UA;ORD;BNA;43.0
14;15;UA;ORD;DEN;-13.0
14;15;UA;ORD;EVV;7.0
14;15;UA;ORD;GRB;-7.0
14;15;UA;ORD;MKE;9.5
14;15;UA;ORD;MSN;-19.0
14;15;UA;ORD;RST;-3.0
14;15;UA;ORD;STL;-14.0
14;15;UA;ORF;IAD;-8.0
14;15;UA;OTH;SFO;-17.0
14;15;UA;PDX;SFO;-1.0
14;15;UA;PHL;IAD;-14.0
14;15;UA;PHX;SFO;-2.0
14;15;UA;PIT;IAD;32.5
14;15;UA;PSP;SFO;32.0
14;15;UA;RDM;SFO;67.5
14;15;UA;RDU;EWR;-24.0
14;15;UA;RDU;IAD;-14.0
14;15;UA;RIC;IAD;-18.0
14;15;UA;ROA;IAD;-18.0
14;15;UA;SAN;LAX;30.0
14;15;UA;SAT;IAH;-5.0
14;15;UA;SBA;SFO;32.0
14;15;UA;SBP;LAX;102.0
14;15;UA;SBP;SFO;42.0
14;15;UA;SCE;IAD;7.0
14;15;UA;SDF;IAD;89.0
14;15;UA;SFO;BUR;40.5
14;15;UA;SFO;FAT;-24.0
14;15;UA;SFO;LAS;46.5
14;15;UA;SFO;LAX;-22.0
14;15;UA;SFO;RNO;-21.0
14;15;UA;SFO;SBA;29.0
14;15;UA;SFO;SBP;25.5
14;15;UA;SGU;DEN;-3.0
14;15;UA;SHD;ORD;4.0
14;15;UA;SLC;SFO;-21.0
14;15;UA;SMF;SFO;-15.0
14;15;UA;SUN;SFO;44.0
14;15;UA;SYR;EWR;29.0
14;15;UA;SYR;IAD;40.0
14;15;UA;TUL;IAH;3.0
14;15;UA;TWF;SFO;-31.0
14;15;WN;ABQ;PHX;19.5
14;15;WN;ATL;DAL;10.0
14;15;WN;ATL;JAX;27.0
14;15;WN;AUS;DAL;-14.0
14;15;WN;AUS;DEN;-21.0
14;15;WN;AUS;LBB;-3.0
14;15;WN;AUS;PHX;8.0
14;15;WN;BDL;BWI;6.5
14;15;WN;BNA;DAL;-5.0
14;15;WN;BNA;DEN;-12.5
14;15;WN;BNA;MDW;-6.5
14;15;WN;BNA;MSY;31.0
14;15;WN;BNA;PHX;-18.0
14;15;WN;BOI;DEN;-2.0
14;15;WN;BOI;SAN;-3.0
14;15;WN;BOS;MKE;-17.0
14;15;WN;BUF;BWI;-5.0
14;15;WN;BUR;LAS;15.0
14;15;WN;BUR;OAK;-5.5
14;15;WN;BUR;SFO;-2.0
14;15;WN;BUR;SJC;-8.0
14;15;WN;BUR;SMF;-9.0
14;15;WN;BWI;ALB;55.0
14;15;WN;BWI;BHM;-21.0
14;15;WN;BWI;BNA;-4.5
14;15;WN;BWI;BOS;-23.0
14;15;WN;BWI;CHS;5.0
14;15;WN;BWI;CMH;3.0
14;15;WN;BWI;CVG;2.0
14;15;WN;BWI;ECP;13.0
14;15;WN;BWI;ISP;16.0
14;15;WN;BWI;MDW;-14.0
14;15;WN;BWI;MKE;-11.0
14;15;WN;BWI;ORF;-17.0
14;15;WN;BWI;PVD;-11.0
14;15;WN;BWI;PWM;-7.0
14;15;WN;CLE;BNA;-1.0
14;15;WN;CLE;PHX;0.0
14;15;WN;CLE;STL;-9.0
14;15;WN;CMH;ATL;-1.0
14;15;WN;CMH;BWI;14.0
14;15;WN;CRP;HOU;-27.0
14;15;WN;DAL;ABQ;7.0
14;15;WN;DAL;AUS;11.5
14;15;WN;DAL;BUR;-12.0
14;15;WN;DAL;DEN;35.0
14;15;WN;DAL;HOU;1.0
14;15;WN;DAL;LAX;67.5
14;15;WN;DAL;LBB;8.5
14;15;WN;DAL;MAF;-8.0
14;15;WN;DAL;MEM;-4.0
14;15;WN;DAL;OKC;-22.0
14;15;WN;DAL;ONT;18.0
14;15;WN;DAL;SAN;-1.5
14;15;WN;DAL;SAT;-9.0
14;15;WN;DAL;TUL;9.5
14;15;WN;DCA;MDW;20.0
14;15;WN;DEN;LAS;-7.0
14;15;WN;DEN;OAK;8.0
14;15;WN;DEN;SAN;-4.0
14;15;WN;DEN;SEA;12.0
14;15;WN;DEN;SLC;6.0
14;15;WN;DEN;SMF;-4.0
14;15;WN;DEN;SNA;-7.0
14;15;WN;FLL;BNA;-15.0
14;15;WN;FLL;MCO;16.0
14;15;WN;HOU;AUS;9.0
14;15;WN;HOU;BNA;-13.0
14;15;WN;HOU;BUR;30.0
14;15;WN;HOU;CRP;24.0
14;15;WN;HOU;DAL;-1.0
14;15;WN;HOU;DEN;-4.5
14;15;WN;HOU;ELP;76.5
14;15;WN;HOU;MSY;1.0
14;15;WN;HOU;SAN;5.0
14;15;WN;HOU;SAT;11.0
14;15;WN;HRL;HOU;8.0
14;15;WN;IND;LAX;-31.0
14;15;WN;ISP;BWI;61.0
14;15;WN;JAX;BWI;2.0
14;15;WN;KOA;HNL;-5.0
14;15;WN;LAS;BUR;-10.0
14;15;WN;LAS;LAX;-2.0
14;15;WN;LAS;ONT;-2.0
14;15;WN;LAS;PHX;0.0
14;15;WN;LAS;SAN;2.5
14;15;WN;LAS;SJC;4.0
14;15;WN;LAS;SNA;-4.0
14;15;WN;LAX;OAK;-16.0
14;15;WN;LAX;RNO;-8.0
14;15;WN;LAX;SFO;99.0
14;15;WN;LAX;SJC;2.5
14;15;WN;LAX;SMF;-9.0
14;15;WN;LBB;AUS;17.0
14;15;WN;LBB;DAL;9.5
14;15;WN;LBB;LAS;-14.0
14;15;WN;LGA;STL;53.0
14;15;WN;LGB;OAK;-14.5
14;15;WN;LGB;SJC;-10.0
14;15;WN;LGB;SMF;-2.0
14;15;WN;MCI;ABQ;-11.0
14;15;WN;MCI;MDW;-7.0
14;15;WN;MCI;PDX;-5.0
14;15;WN;MCO;AUS;-15.0
14;15;WN;MCO;BNA;-12.0
14;15;WN;MCO;MDW;0.0
14;15;WN;MCO;MSY;-5.0
14;15;WN;MCO;ORF;-8.0
14;15;WN;MDW;BHM;6.0
14;15;WN;MDW;GRR;10.0
14;15;WN;MDW;MSP;18.0
14;15;WN;MDW;PHX;-2.0
14;15;WN;MDW;STL;104.0
14;15;WN;MHT;BWI;-13.0
14;15;WN;MSP;DEN;-3.0
14;15;WN;MSP;MDW;1.0
14;15;WN;MSY;HOU;18.0
14;15;WN;OAK;BUR;-12.5
14;15;WN;OAK;LAS;21.0
14;15;WN;OAK;LGB;-10.0
14;15;WN;OAK;ONT;-6.5
14;15;WN;OAK;SAN;2.0
14;15;WN;OAK;SNA;-7.5
14;15;WN;OKC;HOU;-0.5
14;15;WN;OKC;LAS;0.0
14;15;WN;OMA;DEN;-7.0
14;15;WN;OMA;STL;-9.0
14;15;WN;ONT;LAS;7.0
14;15;WN;ONT;OAK;-7.0
14;15;WN;ONT;SMF;-2.0
14;15;WN;PDX;SMF;1.0
14;15;WN;PHL;BNA;-12.0
14;15;WN;PHL;MDW;-9.0
14;15;WN;PHX;BUR;-11.0
14;15;WN;PHX;DEN;-15.5
14;15;WN;PHX;LAS;-7.5
14;15;WN;PHX;LAX;-5.0
14;15;WN;PHX;OAK;-14.0
14;15;WN;PHX;ONT;33.0
14;15;WN;PHX;SJC;1.0
14;15;WN;PHX;SNA;-3.0
14;15;WN;PIT;LAS;41.0
14;15;WN;PIT;STL;-6.0
14;15;WN;PVD;BWI;7.0
14;15;WN;PVD;MDW;-9.0
14;15;WN;RDU;MDW;6.0
14;15;WN;RNO;LAS;25.0
14;15;WN;SAN;LAS;-13.0
14;15;WN;SAN;OAK;1.0
14;15;WN;SAN;PHX;31.0
14;15;WN;SAN;SJC;0.0
14;15;WN;SAN;TUS;6.5
14;15;WN;SAT;DAL;-8.0
14;15;WN;SAT;LAS;5.0
14;15;WN;SAT;LAX;14.0
14;15;WN;SAT;PHX;-3.0
14;15;WN;SAT;SAN;5.0
14;15;WN;SFO;BUR;-5.0
14;15;WN;SFO;LAX;7.0
14;15;WN;SJC;BUR;-8.0
14;15;WN;SJC;LAS;1.0
14;15;WN;SJC;ONT;28.0
14;15;WN;SJC;SAN;-10.0
14;15;WN;SJC;SNA;15.0
14;15;WN;SLC;DEN;-17.0
14;15;WN;SLC;LAX;-18.0
14;15;WN;SLC;PHX;5.0
14;15;WN;SMF;BUR;-2.0
14;15;WN;SMF;LAS;18.5
14;15;WN;SMF;LAX;4.5
14;15;WN;SMF;LGB;45.0
14;15;WN;SMF;PDX;8.5
14;15;WN;SMF;SEA;-14.0
14;15;WN;SNA;LAS;-6.0
14;15;WN;SNA;OAK;9.0
14;15;WN;SNA;PHX;1.0
14;15;WN;SNA;SJC;-9.0
14;15;WN;STL;BNA;-13.0
14;15;WN;STL;MCI;-8.0
14;15;WN;STL;MDW;-14.0
14;15;WN;STL;PHX;-16.0
14;15;WN;STL;SAN;-23.0
14;15;WN;TPA;BNA;-7.0
14;15;WN;TPA;FLL;-13.5
14;15;WN;TPA;HOU;-4.0
14;15;WN;TUL;LAS;8.0
14;15;WN;TUL;PHX;41.0
14;16;AA;ATL;LGA;-14.0
14;16;AA;BDL;CLT;-15.5
14;16;AA;BDL;DCA;-30.0
14;16;AA;BDL;PHL;-8.0
14;16;AA;BGR;DCA;8.0
14;16;AA;BGR;PHL;7.5
14;16;AA;BHM;DFW;-3.0
14;16;AA;BHM;ORD;23.0
14;16;AA;BOS;JFK;-13.0
14;16;AA;BOS;ROC;-16.0
14;16;AA;BTR;DFW;-20.5
14;16;AA;BTV;PHL;-19.0
14;16;AA;CAE;CLT;12.0
14;16;AA;CAE;DFW;-10.0
14;16;AA;CAK;PHL;-30.0
14;16;AA;CHA;CLT;-3.0
14;16;AA;CHS;MIA;-11.5
14;16;AA;CHS;PHL;-28.0
14;16;AA;CID;ORD;-8.5
14;16;AA;CLE;DFW;-13.0
14;16;AA;CLT;ABE;0.0
14;16;AA;CLT;ATL;0.0
14;16;AA;CLT;AUS;9.0
14;16;AA;CLT;AVP;-15.0
14;16;AA;CLT;BDL;-15.5
14;16;AA;CLT;BWI;51.5
14;16;AA;CLT;CHA;-8.0
14;16;AA;CLT;CLE;-3.0
14;16;AA;CLT;CVG;-17.0
14;16;AA;CLT;DAY;68.5
14;16;AA;CLT;DCA;2.0
14;16;AA;CLT;DFW;-6.0
14;16;AA;CLT;DTW;2.0
14;16;AA;CLT;EWN;-7.0
14;16;AA;CLT;EWR;-17.0
14;16;AA;CLT;EYW;-4.0
14;16;AA;CLT;FLL;-1.0
14;16;AA;CLT;GRR;44.0
14;16;AA;CLT;HPN;-3.5
14;16;AA;CLT;IAH;57.0
14;16;AA;CLT;IND;-8.5
14;16;AA;CLT;LAS;26.0
14;16;AA;CLT;LAX;-5.0
14;16;AA;CLT;LGA;61.0
14;16;AA;CLT;MCO;14.5
14;16;AA;CLT;MDT;6.0
14;16;AA;CLT;MHT;18.0
14;16;AA;CLT;MIA;1.0
14;16;AA;CLT;MLB;1.0
14;16;AA;CLT;OKC;6.0
14;16;AA;CLT;ORD;49.5
14;16;AA;CLT;ORF;36.0
14;16;AA;CLT;PHL;-9.5
14;16;AA;CLT;PHX;-21.0
14;16;AA;CLT;PIT;-14.0
14;16;AA;CLT;PVD;0.0
14;16;AA;CLT;ROC;-0.5
14;16;AA;CLT;RSW;-1.0
14;16;AA;CLT;SRQ;-1.5
14;16;AA;CLT;TPA;-2.5
14;16;AA;CMH;DCA;5.0
14;16;AA;CMH;DFW;-14.0
14;16;AA;COU;DFW;109.0
14;16;AA;COU;ORD;5.0
14;16;AA;DCA;ACK;39.0
14;16;AA;DCA;ALB;7.0
14;16;AA;DCA;ATL;-15.0
14;16;AA;DCA;BOS;18.5
14;16;AA;DCA;BTV;31.0
14;16;AA;DCA;CAE;4.0
14;16;AA;DCA;CVG;-9.5
14;16;AA;DCA;DAY;16.0
14;16;AA;DCA;DTW;4.0
14;16;AA;DCA;HPN;-15.0
14;16;AA;DCA;HSV;-29.0
14;16;AA;DCA;JAX;-14.0
14;16;AA;DCA;JFK;-13.0
14;16;AA;DCA;MSP;-3.0
14;16;AA;DCA;ORD;17.0
14;16;AA;DCA;PNS;-20.0
14;16;AA;DCA;PWM;-15.0
14;16;AA;DCA;SDF;-7.5
14;16;AA;DFW;BHM;-8.0
14;16;AA;DFW;BIS;-14.0
14;16;AA;DFW;BNA;-3.0
14;16;AA;DFW;CID;8.5
14;16;AA;DFW;DSM;-10.0
14;16;AA;DFW;FSD;56.0
14;16;AA;DFW;HOU;22.5
14;16;AA;DFW;LAX;-16.0
14;16;AA;DFW;LRD;-18.0
14;16;AA;DFW;MAF;31.0
14;16;AA;DFW;MCI;-12.0
14;16;AA;DFW;MFE;-3.0
14;16;AA;DFW;MKE;-13.0
14;16;AA;DFW;MLU;-1.0
14;16;AA;DFW;MOB;-9.0
14;16;AA;DFW;MSN;1.5
14;16;AA;DFW;MSY;-6.5
14;16;AA;DFW;OMA;-6.0
14;16;AA;DFW;PNS;-16.0
14;16;AA;DFW;SAT;30.0
14;16;AA;DFW;SFO;-6.0
14;16;AA;DFW;STL;-6.0
